Department Longname,Department,Sector,Fuel Type,Year (Fiscal Year),Quantity,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Electricity,2019,"252,438",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2005,"41,774",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2006,"40,107",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2007,"41,813",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2008,"47,275",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2009,"48,640",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2010,"43,867",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2011,"51,129",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2012,"37,026",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2013,"42,460",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2014,"37,101",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2015,"34,994",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2016,"27,793",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2017,"51,139",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2018,"49,685",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Natural Gas,2019,"57,602",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Buildings,Fuel Oil,2019,100,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2005,"41,721",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2006,"55,392",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2007,"66,843",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2008,"71,814",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2009,"83,176",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2010,"94,215",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2011,"103,424",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2012,"106,298",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2013,"119,255",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2014,"110,938",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2015,"87,588",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Diesel,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2005, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2006, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2007,"32,082",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2008,"38,937",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2009,"36,217",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2010,"24,465",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2011,"24,377",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2012,"22,128",gallons,,,,,,,,,,,,,,,,,,,Vehicles,Vehicles,Vehicles,Buildings,Buildings,Buildings,Buildings,Buildings,Buildings,Buildings,Buildings,Buildings,Buildings,Vehicles
Emergency Medical Services,EMS,Vehicles,Gasoline,2013,"23,959",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2014,"24,557",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2015,"21,884",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Services,EMS,Vehicles,Gasoline,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2005,"5,338,344",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2006,"5,287,738",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2007,"5,610,996",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2008,"5,609,529",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2009,"5,574,535",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2010,"5,516,300",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2011,"5,877,572",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2012,"5,665,173",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2013,"5,585,145",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2014,"5,625,453",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2015,"5,623,053",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2016,"5,634,710",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2017,"5,193,274",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2018,"5,637,237",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Electricity,2019,"5,704,066",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2005,"51,770",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2006,"20,496",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2007,"18,729",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2008,"20,143",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2009,"24,737",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2010,"18,836",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2011,"22,144",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2012,"20,413",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2013,"23,949",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2014,"15,785",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2015,"14,949",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2016,"6,892",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2017,"9,488",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2018,"12,236",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Fuel Oil,2019,"7,073",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2005,"444,179",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2006,"512,702",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2007,"512,971",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2008,"520,651",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2009,"506,117",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2010,"352,909",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2011,"421,923",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2012,"335,422",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2013,"391,713",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2014,"441,830",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2015,"442,476",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2016,"464,125",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2017,"455,789",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2018,"461,630",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Buildings,Natural Gas,2019,"483,098",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Biodiesel,2017,"92,600",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Biodiesel,2018,-,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Biodiesel,2019,-,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2005,"156,498",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2006,"154,369",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2007,"202,925",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2008,"191,207",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2009,"191,207",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2010,"195,716",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2011,"203,403",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2012,"196,981",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2013,"195,369",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2014,"223,214",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2015,"183,094",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2016,"283,365",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2017,"191,658",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2018,"321,110",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Diesel,2019,"308,600",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2005,"84,277",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2006,"84,626",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2007,"88,657",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2008,"85,864",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2009,"76,684",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2010,"72,204",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2011,"71,994",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2012,"66,495",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2013,"69,347",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2014,"65,788",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2015,"161,123",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2016,"74,116",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2017,"78,618",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2018,"79,008",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Fire,Vehicles,Gasoline,2019,"75,200",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2005,"530,239",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2006,"521,049",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2007,"395,480",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2008,"604,400",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2009,"578,360",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2010,"570,120",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2011,"571,760",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2012,"702,216",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2013,"700,050",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2014,"675,826",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2015,"661,514",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2016,"635,818",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2017,"678,656",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2018,"622,846",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Buildings,Electricity,2019,"572,381",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2005, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2006, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2007, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2008,976,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2009,"1,332",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2010,"1,045",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2011,500,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2012,720,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2013,"1,062",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2014,791,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2015, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Diesel,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2005, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2006, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2007, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2008,"17,193",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2009,"14,467",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2010,"13,524",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2011,"14,555",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2012,"14,015",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2013,"14,919",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2014,"13,499",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2015, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspectional Services,ISD,Vehicles,Gasoline,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2005,"17,891,156",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2006,"19,223,403",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2007,"18,468,262",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2008,"18,116,531",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2009,"16,529,793",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2010,"14,621,603",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2011,"13,338,994",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2012,"13,328,866",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2013,"12,596,485",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2014,"11,985,204",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2015,"11,388,000",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2016,"11,407,133",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2017,"11,817,775",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2018,"12,911,492",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Electricity,2019,"14,513,503",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2005,"17,316",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2006,"20,496",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2007,"20,054",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2008,"17,404",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2009,"4,682",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2010, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2011, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2012, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2013, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2014, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2015, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Fuel Oil,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2005,"179,641",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2006,"173,058",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2007,"188,463",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2008,"171,216",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2009,"165,965",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2010,"197,803",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2011,"169,375",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2012,"140,150",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2013,"152,742",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2014,"141,449",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2015,"186,719",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2016,"163,710",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
