Protocol,Department Longname,Department,Sector,Fuel Type,Year (Fiscal Year),GHG Emissions (t CO2e),,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Buildings,Steam,2016,700,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Buildings,Steam,2017,620,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Buildings,Steam,2018,563,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Buildings,Steam,2019,673,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2005,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2006,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2007,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2008,31,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2009,38,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2010,41,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2011,41,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2012,38,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2013,47,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2014,41,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2015,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2018,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Diesel,2019,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2005,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2006,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2007,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2008,282,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2009,250,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2010,241,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2011,230,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2012,200,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2013,205,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2014,170,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2015,118,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2018,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Property & Construction Mgmt,PCM,Vehicles,Gasoline,2019,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2005,"3,418",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2006,"3,186",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2007,"3,334",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2008,"3,325",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2009,"3,153",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2010,"2,581",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2011,"3,103",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2012,"2,972",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2013,"2,364",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2014,"2,398",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2015,"2,426",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2016,"2,552",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2017,2343,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2018,2198,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Electricity,2019,2128,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2005,"4,729",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2006,"4,988",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2007,"3,870",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2008,"3,037",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2009,"2,960",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2010,"2,721",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2011,"2,876",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2012,"2,554",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2013,"2,759",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2014,"2,882",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2015,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2018,717,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Fuel Oil,2019,858,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2005,"2,975",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2006,"3,112",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2007,"3,008",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2008,"2,959",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2009,"3,020",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2010,"2,241",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2011,"2,592",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2012,"2,110",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2013,"2,501",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2014,"2,231",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2015,"2,221",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2016,"2,140",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2017,383,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2018,621,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Buildings,Natural Gas,2019,595,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2005,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2006,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2007,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2008,112,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2009,89,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2010,16,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2011,23,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2012,23,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2013,19,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2014,18,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2015,18,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2018,203,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Diesel,2019,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2005,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2006,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2007,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2008,278,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2009,262,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2010,309,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2011,296,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2012,255,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2013,275,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2014,273,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2015,273,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2018,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Health Commission,BPHC,Vehicles,Gasoline,2019,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2005,"1,522",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2006,"1,458",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2007,"1,760",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2008,"1,707",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2009,"1,586",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2010,"1,711",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2011,"1,447",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2012,"1,323",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2013,"1,148",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2014,"1,149",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2015,"1,215",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2016,"1,184",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2017,1202,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2018,1176,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Electricity,2019,1155,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2005,140,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2006,137,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2007,127,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2008,117,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2009,142,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2010,122,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2011,132,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2012,109,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2013,130,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2014,135,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2015,122,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2016,53,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2017,59,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2018,65,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Fuel Oil,2019,80,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2005,"2,164",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2006,"1,773",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2007,"1,963",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2008,"1,956",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2009,"1,908",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2010,"1,772",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2011,"1,824",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2012,"1,555",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2013,"1,451",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2014,"2,611",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2015,"2,579",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2016,"1,270",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2017,1637,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2018,1281,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Buildings,Natural Gas,2019,1478,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2005,"26,525",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2006,"25,484",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2007,"25,500",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2008,"26,514",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2009,"25,389",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2010,"24,544",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2011,"23,222",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2012,"17,004",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2013,"15,548",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2014,"13,916",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2015,"11,503",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2016,"9,898",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2017,8255,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2018,7768,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Electricity,2019,7718,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2005,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2006,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2007,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2008,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2009,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2010,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2011,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2012,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2013,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2014,"4,401",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2015,"5,122",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2016,"4,590",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2017,3763,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2018,4518,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Street Lights,Natural Gas,2019,4469,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2005,"2,261",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2006,"1,919",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2007,"1,856",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2008,"1,203",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2009,"1,833",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2010,"1,085",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2011,"1,274",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2012,"1,072",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2013,"1,451",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2014,"1,655",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2015,"3,577",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2016,"2,852",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2017,1912,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2018,2339,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Diesel,2019,1280,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2005,"4,349",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2006,"4,678",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2007,"4,374",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2008,"1,537",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2009,"1,434",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2010,"1,319",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2011,"1,318",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2012,"1,225",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2013,"1,290",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2014,"1,158",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2015,"3,828",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2016,"3,915",,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2017,3962,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2018,1415,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Gasoline,2019,1441,,,,,,,,,
ICLEI: Local Government Operations Protocol,Public Works,PWD,Vehicles,Biodiesel,2018,464,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2005,308,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2006,247,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2007,234,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2008,268,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2009,209,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2010,277,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2011,277,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2012,252,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2013,248,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2014,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2015,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2018,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Electricity,2019,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2005,40,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2006,81,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2007,64,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2008,14,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2009,13,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2010,8,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2011,13,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2012,5,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2013,17,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2014,18,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2015,23,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2016,9,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2017,15,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2018,20,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Fuel Oil,2019,20,,,,,,,,,
